-1.5129e-08,1.7284,1,14.1,-1.4901e-07,-1.56
6.254e-09,1.8875,1,13.644,5.9605e-08,-3.0955
-1.9235e-12,2.0491,1,12.861,-1.728e-11,-4.5749
7.4313e-08,2.2149,1,11.769,6.1095e-07,-5.9689
-3.1055e-12,2.387,1,10.377,-2.251e-11,-7.242
-8.9806e-13,2.5688,1,8.6989,-5.457e-12,-8.3537
-3.08e-12,2.7689,1,6.7639,-1.4552e-11,-9.2575
-4.0501e-09,3.0334,1,4.6087,-1.3039e-08,-9.8818
1.0218e-07,3.1416,1,2.2964,1.6391e-07,-10.07
9.2485e-07,3.1416,1,0.014416,9.3132e-09,-10.07
0.31416,1.7285,1,13.421,3.0462,-1.5613
0.31416,1.8879,1,12.994,2.9493,-3.0999
0.31416,2.0505,1,12.265,2.7837,-4.5874
0.31416,2.2165,1,11.216,2.5457,-5.9812
0.31416,2.3892,1,9.8893,2.2445,-7.2569
0.31416,2.5706,1,8.2823,1.8798,-8.363
0.31416,2.771,1,6.4382,1.4612,-9.2652
0.31416,3.0336,1,4.3833,0.99485,-9.8821
0.31416,3.1416,1,2.184,0.4957,-10.07
0.31416,3.1416,1,0.013711,0.0031118,-10.07
0.62832,1.729,1,11.448,5.8101,-1.5656
0.62832,1.8898,1,11.117,5.6422,-3.1177
0.62832,2.0539,1,10.502,5.3298,-4.6177
0.62832,2.2216,1,9.6062,4.8752,-6.0219
0.62832,2.3949,1,8.457,4.292,-7.2955
0.62832,2.5771,1,7.0746,3.5904,-8.3977
0.62832,2.7766,1,5.4884,2.7854,-9.2852
0.62832,3.0336,1,3.7286,1.8923,-9.8821
0.62832,3.1416,1,1.8579,0.94288,-10.07
0.62832,3.1416,1,0.011663,0.005919,-10.07
0.94248,1.7295,1,8.348,8.0261,-1.5713
0.94248,1.8922,1,8.1354,7.8216,-3.1402
0.94248,2.0586,1,7.6978,7.401,-4.6586
0.94248,2.228,1,7.0379,6.7665,-6.0725
0.94248,2.4025,1,6.1871,5.9485,-7.3462
0.94248,2.5856,1,5.1675,4.9682,-8.4426
0.94248,2.7831,1,3.9974,3.8433,-9.3082
0.94248,3.0317,1,2.7085,2.604,-9.8801
0.94248,3.1416,1,1.3498,1.2978,-10.07
0.94248,3.1416,1,0.0084736,0.0081468,-10.07
1.2566,1.7299,1,4.3982,9.4555,-1.5747
1.2566,1.8941,1,4.3007,9.2459,-3.1576
1.2566,2.0622,1,4.0745,8.7594,-4.6903
1.2566,2.2338,1,3.7279,8.0143,-6.1181
1.2566,2.4093,1,3.2731,7.0366,-7.3921
1.2566,2.5927,1,2.7287,5.8663,-8.4798
1.2566,2.788,1,2.1054,4.5262,-9.325
1.2566,3.0289,1,1.4235,3.0602,-9.877
1.2566,3.1416,1,0.70961,1.5255,-10.07
1.2566,3.1416,1,0.0044548,0.0095771,-10.07
1.5708,1.7304,1,5.0291e-08,9.971,-1.5793
1.5708,1.8952,1,2.9104e-11,9.7547,-3.1683
1.5708,2.064,1,-5.2154e-08,9.241,-4.7059
1.5708,2.2364,1,-2.6636e-07,8.455,-6.1386
1.5708,2.4131,1,-3.6525e-07,7.4238,-7.4172
1.5708,2.5957,1,0,6.1794,-8.4953
1.5708,2.7897,1,1.6391e-07,4.7622,-9.3309
1.5708,3.0277,1,-2.9104e-11,3.2173,-9.8756
1.5708,3.1416,1,0,1.604,-10.069
1.5708,3.1416,1,2.794e-09,0.01007,-10.07
1.885,1.7301,1,-4.4041,9.468,-1.5768
1.885,1.8943,1,-4.3038,9.2524,-3.1598
1.885,2.0622,1,-4.0744,8.7594,-4.6902
1.885,2.2336,1,-3.7269,8.0122,-6.1165
1.885,2.4094,1,-3.2731,7.0367,-7.3923
1.885,2.5927,1,-2.7287,5.8662,-8.4797
1.885,2.788,1,-2.1054,4.5262,-9.3249
1.885,3.0289,1,-1.4235,3.0602,-9.8769
1.885,3.1416,1,-0.70961,1.5255,-10.07
1.885,3.1416,1,-0.0044548,0.0095771,-10.07
2.1991,1.7296,1,-8.3493,8.0273,-1.5715
2.1991,1.8922,1,-8.1353,7.8216,-3.1401
2.1991,2.0584,1,-7.6957,7.3989,-4.6573
2.1991,2.2281,1,-7.0389,6.7675,-6.0733
2.1991,2.4025,1,-6.1873,5.9487,-7.3464
2.1991,2.5855,1,-5.1674,4.9682,-8.4425
2.1991,2.7831,1,-3.9974,3.8432,-9.308
2.1991,3.0315,1,-2.7084,2.6039,-9.8798
2.1991,3.1416,1,-1.3498,1.2977,-10.07
2.1991,3.1416,1,-0.0084736,0.0081468,-10.07
2.5133,1.7289,1,-11.444,5.8081,-1.5651
2.5133,1.8899,1,-11.119,5.6431,-3.1182
2.5133,2.054,1,-10.503,5.3301,-4.6179
2.5133,2.2218,1,-9.6088,4.8766,-6.0235
2.5133,2.395,1,-8.4576,4.2923,-7.296
2.5133,2.5771,1,-7.0746,3.5904,-8.3977
2.5133,2.7766,1,-5.4884,2.7854,-9.2851
2.5133,3.0335,1,-3.7286,1.8923,-9.882
2.5133,3.1416,1,-1.8579,0.94288,-10.07
2.5133,3.1416,1,-0.011663,0.005919,-10.07
2.8274,1.7285,1,-13.418,3.0455,-1.5609
2.8274,1.888,1,-12.998,2.9501,-3.1007
2.8274,2.0506,1,-12.267,2.7843,-4.5884
2.8274,2.2165,1,-11.217,2.5458,-5.9814
2.8274,2.3892,1,-9.8891,2.2445,-7.2568
2.8274,2.5705,1,-8.2822,1.8798,-8.3628
2.8274,2.771,1,-6.4381,1.4612,-9.2651
2.8274,3.0335,1,-4.3832,0.99483,-9.882
2.8274,3.1416,1,-2.184,0.4957,-10.07
2.8274,3.1416,1,-0.013711,0.0031118,-10.07
3.1416,1.7284,1,-14.101,1.7881e-07,-1.5601
3.1416,1.8875,1,-13.644,1.7735e-11,-3.0954
3.1416,2.0491,1,-12.861,-1.9099e-11,-4.5749
3.1416,2.2149,1,-11.769,-1.1921e-07,-5.9689
3.1416,2.387,1,-10.377,-1.9327e-12,-7.2419
3.1416,2.5688,1,-8.6988,-2.5011e-12,-8.3535
3.1416,2.7688,1,-6.7637,-1.819e-12,-9.2573
3.1416,3.0332,1,-4.6086,5.5879e-08,-9.8817
3.1416,3.1416,1,-2.2964,2.6077e-07,-10.07
3.1416,3.1416,1,-0.014416,-7.4506e-09,-10.07
3.4558,1.7285,1,-13.418,-3.0455,-1.561
3.4558,1.888,1,-12.998,-2.95,-3.1007
3.4558,2.0506,1,-12.267,-2.7843,-4.5884
3.4558,2.2165,1,-11.217,-2.5458,-5.9814
3.4558,2.3892,1,-9.8891,-2.2445,-7.2568
3.4558,2.5705,1,-8.2822,-1.8798,-8.3628
3.4558,2.7709,1,-6.438,-1.4612,-9.265
3.4558,3.0335,1,-4.3832,-0.99483,-9.8819
3.4558,3.1416,1,-2.184,-0.4957,-10.07
3.4558,3.1416,1,-0.013711,-0.0031118,-10.07
3.7699,1.7289,1,-11.445,-5.8084,-1.5651
3.7699,1.8899,1,-11.119,-5.6431,-3.1182
3.7699,2.054,1,-10.502,-5.3301,-4.6179
3.7699,2.2218,1,-9.6088,-4.8766,-6.0235
3.7699,2.395,1,-8.4575,-4.2923,-7.296
3.7699,2.577,1,-7.0746,-3.5904,-8.3976
3.7699,2.7765,1,-5.4883,-2.7854,-9.285
3.7699,3.0335,1,-3.7286,-1.8923,-9.8819
3.7699,3.1416,1,-1.8579,-0.94288,-10.07
3.7699,3.1416,1,-0.011663,-0.005919,-10.07
4.0841,1.7296,1,-8.3495,-8.0275,-1.5716
4.0841,1.8922,1,-8.1354,-7.8216,-3.1402
4.0841,2.0584,1,-7.6957,-7.399,-4.6574
4.0841,2.2281,1,-7.0389,-6.7674,-6.0733
4.0841,2.4025,1,-6.1873,-5.9487,-7.3464
4.0841,2.5855,1,-5.1674,-4.9681,-8.4424
4.0841,2.7831,1,-3.9974,-3.8432,-9.308
4.0841,3.0316,1,-2.7084,-2.604,-9.8799
4.0841,3.1416,1,-1.3498,-1.2977,-10.07
4.0841,3.1416,1,-0.0084736,-0.0081468,-10.07
4.3982,1.7301,1,-4.4041,-9.468,-1.5768
4.3982,1.8943,1,-4.3038,-9.2525,-3.1598
4.3982,2.0622,1,-4.0744,-8.7594,-4.6902
4.3982,2.2336,1,-3.727,-8.0123,-6.1166
4.3982,2.4094,1,-3.2731,-7.0367,-7.3922
4.3982,2.5927,1,-2.7286,-5.8661,-8.4796
4.3982,2.7879,1,-2.1053,-4.5261,-9.3248
4.3982,3.0288,1,-1.4235,-3.0602,-9.8768
4.3982,3.1416,1,-0.70961,-1.5255,-10.07
