0.0022913,1.7284,1.0007,14.099,0.022566,-1.5598
0.0053453,1.8874,1.0013,13.642,0.050939,-3.0949
0.0094262,2.0487,1.0016,12.86,0.084677,-4.572
0.01506,2.2141,1.0016,11.77,0.12383,-5.9627
0.023282,2.3856,1.0012,10.383,0.16888,-7.2322
0.036239,2.5662,0.99938,8.7115,0.22062,-8.3395
0.059064,2.7642,0.99423,6.7865,0.28032,-9.2406
0.10831,3.018,0.98285,4.6413,0.35251,-9.8642
0.27669,3.1416,0.9684,2.3355,0.46328,-10.065
1.5509,3.1416,0.95438,0.01476,0.51874,-10.065
0.31677,1.7281,1.0029,13.438,3.0771,-1.5573
0.31994,1.8876,1.0054,13.022,3.0139,-3.0965
0.32392,2.05,1.007,12.297,2.8839,-4.5828
0.3294,2.2157,1.0081,11.25,2.6866,-5.9748
0.33732,2.388,1.0086,9.9257,2.4317,-7.2488
0.34972,2.569,1.0075,8.3231,2.1204,-8.3543
0.37113,2.7693,1.0025,6.4851,1.7629,-9.2589
0.41608,3.0325,0.9902,4.4349,1.3689,-9.8809
0.56059,3.1416,0.97059,2.2274,0.97674,-10.065
1.552,3.1416,0.95439,0.014037,0.52199,-10.065
0.63112,1.7279,1.0049,11.47,5.8556,-1.5554
0.63447,1.8889,1.0099,11.161,5.7377,-3.1089
0.63817,2.0528,1.0129,10.554,5.468,-4.6079
0.64304,2.2203,1.015,9.6622,5.0571,-6.0117
0.65,2.3936,1.0161,8.5163,4.5224,-7.2864
0.66072,2.5761,1.0152,7.1372,3.875,-8.3924
0.67892,2.7778,1.0099,5.5554,3.1311,-9.2895
0.71609,3.05,0.9971,3.7951,2.3068,-9.8983
0.82843,3.1416,0.97242,1.9005,1.447,-10.065
1.5549,3.1416,0.95441,0.011937,0.52492,-10.065
0.94503,1.7279,1.0072,8.3673,8.0879,-1.5553
0.9481,1.8902,1.0145,8.1753,7.9537,-3.1213
0.95112,2.0563,1.0189,7.7494,7.5877,-4.6387
0.95495,2.2257,1.0217,7.0975,7.006,-6.0547
0.96026,2.4006,1.0228,6.2521,6.2415,-7.3336
0.96826,2.5852,1.0215,5.2369,5.318,-8.4406
0.98157,2.7882,1.0159,4.0705,4.2537,-9.3257
1.0081,3.0691,1.0024,2.7753,3.0734,-9.9139
1.0837,3.1416,0.97382,1.3845,1.826,-10.065
1.5593,3.1416,0.95442,0.0086649,0.52725,-10.065
1.2583,1.7278,1.0092,4.4088,9.5307,-1.5538
1.2601,1.891,1.0183,4.3239,9.4066,-3.1285
1.2619,2.0586,1.0238,4.1067,8.9899,-4.6592
1.2641,2.2304,1.0269,3.7674,8.3099,-6.0913
1.267,2.4069,1.0277,3.318,7.394,-7.3755
1.2714,2.5932,1.0258,2.7778,6.2852,-8.4822
1.2784,2.7972,1.0199,2.1565,5.0041,-9.3564
1.2921,3.0871,1.0057,1.4669,3.581,-9.9252
1.3297,3.1416,0.97473,0.72936,2.0725,-10.065
1.5648,3.1416,0.95443,0.0045387,0.52875,-10.065
1.5708,1.7278,1.0101,6.6528e-05,10.051,-1.5542
1.5708,1.8916,1.0199,0.00015837,9.9273,-3.1348
1.5708,2.0598,1.0258,0.00014671,9.4897,-4.6697
1.5708,2.2323,1.0289,0.00010219,8.7738,-6.1066
1.5708,2.4102,1.0296,7.4653e-05,7.8101,-7.398
1.5708,2.5967,1.0275,4.4068e-05,6.6313,-8.5007
1.5708,2.8011,1.0214,1.5214e-05,5.2709,-9.3692
1.5708,3.0955,1.0068,-8.8423e-06,3.7595,-9.9295
1.5708,3.1416,0.97505,-2.4284e-05,2.1581,-10.065
1.5708,3.1416,0.95443,-3.6271e-05,0.52926,-10.065
1.8833,1.7279,1.0092,-4.4145,9.5431,-1.5556
1.8815,1.8913,1.0183,-4.3271,9.4135,-3.1312
1.8797,2.0587,1.0238,-4.1068,8.9902,-4.6599
1.8775,2.2302,1.0269,-3.7663,8.3073,-6.0899
1.8746,2.4069,1.0277,-3.318,7.394,-7.3758
1.8702,2.5932,1.0259,-2.7777,6.2849,-8.4823
1.8632,2.7972,1.0199,-2.1564,5.0039,-9.3563
1.8495,3.087,1.0057,-1.4669,3.581,-9.9252
1.8119,3.1416,0.97473,-0.7294,2.0724,-10.065
1.5769,3.1416,0.95443,-0.0046112,0.52875,-10.065
2.1966,1.7279,1.0071,-8.3679,8.0885,-1.5554
2.1935,1.8903,1.0144,-8.1752,7.9529,-3.1218
2.1905,2.0562,1.0189,-7.7473,7.5854,-4.6378
2.1867,2.2259,1.0217,-7.0987,7.0068,-6.0559
2.1813,2.4007,1.0228,-6.2524,6.2415,-7.3341
2.1733,2.5852,1.0215,-5.2368,5.3178,-8.4408
2.16,2.7882,1.0159,-4.0705,4.2535,-9.3257
2.1336,3.0694,1.0024,-2.7754,3.0734,-9.9141
2.0579,3.1416,0.97383,-1.3846,1.8259,-10.065
1.5824,3.1416,0.95442,-0.0087378,0.52725,-10.065
2.5105,1.7279,1.0049,-11.466,5.8534,-1.5551
2.5071,1.8889,1.0099,-11.162,5.7387,-3.109
2.5034,2.0529,1.0129,-10.555,5.4682,-4.6083
2.4986,2.2205,1.015,-9.6651,5.0583,-6.0135
2.4916,2.3937,1.0161,-8.5171,4.5225,-7.2871
2.4809,2.5761,1.0152,-7.1372,3.8748,-8.3925
2.4627,2.7778,1.01,-5.5553,3.1309,-9.2894
2.4255,3.0499,0.9971,-3.7951,2.3066,-9.8982
2.3132,3.1416,0.97244,-1.9005,1.4469,-10.065
1.5868,3.1416,0.95441,-0.01201,0.52492,-10.065
2.8248,1.728,1.0028,-13.434,3.0761,-1.5566
2.8217,1.8877,1.0054,-13.026,3.0146,-3.0974
2.8177,2.0501,1.007,-12.3,2.8844,-4.5838
2.8122,2.2157,1.0081,-11.251,2.6865,-5.975
2.8043,2.388,1.0086,-9.9256,2.4315,-7.2487
2.7919,2.5689,1.0075,-8.3229,2.1201,-8.3542
2.7705,2.7692,1.0026,-6.485,1.7627,-9.2587
2.7256,3.0324,0.9902,-4.4348,1.3687,-9.8808
